Unnamed: 0,video_url,timestamp,text,transcript,combined_text,classification,scores
167,https://www.tiktok.com/@findingnimesh/video/6914274965713947910,1609855116,No I didn’t. Wait for it. Full clips at YouTube.com/findingnimesh. #jokes #standupcomedy #guns #nimeshpatel #guncontrol,Could not understand audio,No I didn’t. Wait for it. Full clips at YouTube.com/findingnimesh. #jokes #standupcomedy #guns #nimeshpatel #guncontrol Could not understand audio,opposed to gun regulation,"[0.5647978186607361, 0.17245280742645264, 0.26274940371513367]"
168,https://www.tiktok.com/@darth.pigeon42/video/7231329857416924462,1683675194,Replying to @phpapabear10 #democratsoftiktok #gopexcuses #fascists #ftrumpsuporters #trumpforprison #magaga #maga #secondamendment #AR15 #fgop #fmaga #secondamendment #colddeadhands #itstheguns #guncontrol #gundebate #thoughtsandprayersarentenough #massshootingawareness,first day of open carry and I'm pumped it's good guys with guns are going to keep this country safe and free not even buy the CD to celebrate Christmas songs,Replying to @phpapabear10 #democratsoftiktok #gopexcuses #fascists #ftrumpsuporters #trumpforprison #magaga #maga #secondamendment #AR15 #fgop #fmaga #secondamendment #colddeadhands #itstheguns #guncontrol #gundebate #thoughtsandprayersarentenough #massshootingawareness first day of open carry and I'm pumped it's good guys with guns are going to keep this country safe and free not even buy the CD to celebrate Christmas songs,opposed to gun regulation,"[0.6539888978004456, 0.30994293093681335, 0.03606819733977318]"
169,https://www.tiktok.com/@prada912/video/7193375017466465582,1674838160,"#stitch with @chiefskingdom_susan piss me off? I am DELIGHTED. Back off ya stinky right wingers, this man must be protected at all cost #joeburrow #bengals #prochoice #progunreform #guncontrol #liberals  #voteblue #abortionrights #abortionisessentialhealthcare #democrat #football #fyp",piss off half of Joey B's fans remind him he is pro-choice let me get this straight you're telling me that that angel of a man is also pro-choice and pro-gun reform lady we have a winner,"#stitch with @chiefskingdom_susan piss me off? I am DELIGHTED. Back off ya stinky right wingers, this man must be protected at all cost #joeburrow #bengals #prochoice #progunreform #guncontrol #liberals  #voteblue #abortionrights #abortionisessentialhealthcare #democrat #football #fyp piss off half of Joey B's fans remind him he is pro-choice let me get this straight you're telling me that that angel of a man is also pro-choice and pro-gun reform lady we have a winner",in favor of gun regulation,"[0.018880262970924377, 0.9461348056793213, 0.034985046833753586]"
170,https://www.tiktok.com/@chiefskingdom_susan/video/7192780994607582510,1674699841,#joeburrow #bengals #sportstiktok,how to piss off half of Joey B's fans remind them he is pro-choice and pro-gun reforms that everybody's using I don't think you should be able to just walk in there and buy one you got to be able to go through a rigorous process to to be able to buy something like that,#joeburrow #bengals #sportstiktok how to piss off half of Joey B's fans remind them he is pro-choice and pro-gun reforms that everybody's using I don't think you should be able to just walk in there and buy one you got to be able to go through a rigorous process to to be able to buy something like that,in favor of gun regulation,"[0.06575406342744827, 0.9221906065940857, 0.012055350467562675]"
171,https://www.tiktok.com/@nowthispolitics/video/7285835400504003883,1696365764,,"officials in New York City recently discovered that an apartment serving as an in-home daycare facility was also being used by the owner's son as a production site for ghost guns but what exactly are ghost guns since 1968 guns made in or imported into the US have been required to Bear serial numbers so they can easily be traced back to their owners but ghost guns are completely untraceable firearms that don't have serial numbers because they're either not made by licensed manufacturers or made outside of the typical supply chain they are commonly made using easy to purchase Parts often bundled together into kits and affordable 3D printers you can find on Amazon for around 200 dollars anyone can start regulations and assemble a working firearm from the comfort of their own home apparently even in those that also serve as daycare centers while Federal Law requires background checks on frames for handguns and receivers for rifles which are a key structural part of a firearm or houses components like the trigger manufacturers capitalize on a loophole by selling assembly kids online for every other piece of the gun this allows them to profit from people who don't qualify to legally purchase firearms like minors and individuals convicted of felonies in other words many factors of ghost gun kits can supply people with 80% of the weapon completing the remaining 20% just requires some drilling or simply 3D printing a receiver or frame this process is easy for any novice to follow because the kids usually come with directions on how to finish the gun tools that make the task easier and sometimes even links to YouTube tutorials the ease of building and acquiring a gun in this way has had some disastrous effects according to a 2020 report by every town for gun safety in California a 16 year old boy shot and killed two of his classmates and shot and wounded three others with a handgun in Washington DC ghost guns were used in four recent fatal shootings in Arizona neonatzi sex offender bragged on Facebook about his arsenal of firearms and homemade assault rifles all of these people were legally prohibited from buying guns there are already more guns than people in the US with around 120 civilian Firearms per 100 residents totaling 393 million guns that we know about according to 2017 data when you factor in the presence of ghost guns this number is likely skyrocketing by the day last year almost 26,000 ghost guns were confiscated in the us alone according to the Department of Justice from 2016 through 2021 there are at least 6900 but the lack of serial numbers makes finding suspects a near impossible task however back in August the Supreme Court cited with the Biden Administration and temporarily blocked at Texas Lower Court ruling that had invalidated Nationwide ghost gun regulations these regulations mandate that manufacturers and sellers of ghost gun kits obtained licenses include labels on products and conduct background checks these rules will stay in place as long as that legal battle continues","nan officials in New York City recently discovered that an apartment serving as an in-home daycare facility was also being used by the owner's son as a production site for ghost guns but what exactly are ghost guns since 1968 guns made in or imported into the US have been required to Bear serial numbers so they can easily be traced back to their owners but ghost guns are completely untraceable firearms that don't have serial numbers because they're either not made by licensed manufacturers or made outside of the typical supply chain they are commonly made using easy to purchase Parts often bundled together into kits and affordable 3D printers you can find on Amazon for around 200 dollars anyone can start regulations and assemble a working firearm from the comfort of their own home apparently even in those that also serve as daycare centers while Federal Law requires background checks on frames for handguns and receivers for rifles which are a key structural part of a firearm or houses components like the trigger manufacturers capitalize on a loophole by selling assembly kids online for every other piece of the gun this allows them to profit from people who don't qualify to legally purchase firearms like minors and individuals convicted of felonies in other words many factors of ghost gun kits can supply people with 80% of the weapon completing the remaining 20% just requires some drilling or simply 3D printing a receiver or frame this process is easy for any novice to follow because the kids usually come with directions on how to finish the gun tools that make the task easier and sometimes even links to YouTube tutorials the ease of building and acquiring a gun in this way has had some disastrous effects according to a 2020 report by every town for gun safety in California a 16 year old boy shot and killed two of his classmates and shot and wounded three others with a handgun in Washington DC ghost guns were used in four recent fatal shootings in Arizona neonatzi sex offender bragged on Facebook about his arsenal of firearms and homemade assault rifles all of these people were legally prohibited from buying guns there are already more guns than people in the US with around 120 civilian Firearms per 100 residents totaling 393 million guns that we know about according to 2017 data when you factor in the presence of ghost guns this number is likely skyrocketing by the day last year almost 26,000 ghost guns were confiscated in the us alone according to the Department of Justice from 2016 through 2021 there are at least 6900 but the lack of serial numbers makes finding suspects a near impossible task however back in August the Supreme Court cited with the Biden Administration and temporarily blocked at Texas Lower Court ruling that had invalidated Nationwide ghost gun regulations these regulations mandate that manufacturers and sellers of ghost gun kits obtained licenses include labels on products and conduct background checks these rules will stay in place as long as that legal battle continues",opposed to gun regulation,"[0.4704122543334961, 0.16999155282974243, 0.35959622263908386]"
172,https://www.tiktok.com/@theconversationalist/video/7179639636023725355,1671640148,does the guns discussion compare to those other reasons? #povz #povzonthestreetz #genz #guns #gunlaws #guncontrol #america #politics #government #interview #debate,do guns kill people people kill people Forks make people fat personal drive themselves and get into accidents,does the guns discussion compare to those other reasons? #povz #povzonthestreetz #genz #guns #gunlaws #guncontrol #america #politics #government #interview #debate do guns kill people people kill people Forks make people fat personal drive themselves and get into accidents,opposed to gun regulation,"[0.5084754824638367, 0.04941347986459732, 0.4421110451221466]"
173,https://www.tiktok.com/@luisitorio787/video/7101769615646166315,1653509591,If we don’t stop the madness it will simply get substantially worst. #2ndadmendment #guncontrol #nra,you'll know that I've always been a supporter of the Second Amendment you know what this is I had some of these I assembled and disassembled they are 15 for a long part of my life I have shot everything 50 caliber BMG machine guns you name it I've always had a fascination of this thing this country is fucked it is a really bad experiment on people on the Democracy the hospital because sometimes you can't predict the human mouth because no one really knows what is in a human's brain at any given moment or whatever I will be the first one to turn over all my life you're just a bunch of fucking idiots out there doing horrible things with these weapons and I believe in sensible but a lot of you out there are simply nonsense of so like any other child you don't get to keep your toys anymore he only way we're going to solve this is if no one nobody has access to these Firearms where if one of these crazy Yahoo's goes and tries to get one they can't because they will be none available we really need to take these completely out of the equation if you want to hunt get a single bolt you got one shot if you can't hit on the first one you're a shity hunter anyways or get a shot 36 none of these weapons should be available to the general public they are designed to me and destroyed maybe other countries can have access to it but not the United States of America I used to think that it wouldn't solve anything but at this point I do not want to see children in elementary schools lose their life over there and I am desperate and willing to do anything even if it's a national bank,If we don’t stop the madness it will simply get substantially worst. #2ndadmendment #guncontrol #nra you'll know that I've always been a supporter of the Second Amendment you know what this is I had some of these I assembled and disassembled they are 15 for a long part of my life I have shot everything 50 caliber BMG machine guns you name it I've always had a fascination of this thing this country is fucked it is a really bad experiment on people on the Democracy the hospital because sometimes you can't predict the human mouth because no one really knows what is in a human's brain at any given moment or whatever I will be the first one to turn over all my life you're just a bunch of fucking idiots out there doing horrible things with these weapons and I believe in sensible but a lot of you out there are simply nonsense of so like any other child you don't get to keep your toys anymore he only way we're going to solve this is if no one nobody has access to these Firearms where if one of these crazy Yahoo's goes and tries to get one they can't because they will be none available we really need to take these completely out of the equation if you want to hunt get a single bolt you got one shot if you can't hit on the first one you're a shity hunter anyways or get a shot 36 none of these weapons should be available to the general public they are designed to me and destroyed maybe other countries can have access to it but not the United States of America I used to think that it wouldn't solve anything but at this point I do not want to see children in elementary schools lose their life over there and I am desperate and willing to do anything even if it's a national bank,in favor of gun regulation,"[0.020030856132507324, 0.9514037370681763, 0.0285654179751873]"
174,https://www.tiktok.com/@wishcandaceowens/video/7183395900595653930,1672514702,What are they really trying to control ? 🇺🇸 #guncontrol #pewpews #listen #patriot #conservative #republican #KAYKissCountdown,Could not understand audio,What are they really trying to control ? 🇺🇸 #guncontrol #pewpews #listen #patriot #conservative #republican #KAYKissCountdown Could not understand audio,opposed to gun regulation,"[0.6189860105514526, 0.07052011787891388, 0.31049394607543945]"
175,https://www.tiktok.com/@politicaltexan/video/7221248206166838574,1681327875,F*** your thoughts & prayers. #congress #republican #democrat #gregabbott #uvalde #politicaltexan #texas #fyp #biden #guncontrol #shooting #aoc #betofortexas #marchforourlives #parkland #politics #trump,Could not understand audio,F*** your thoughts & prayers. #congress #republican #democrat #gregabbott #uvalde #politicaltexan #texas #fyp #biden #guncontrol #shooting #aoc #betofortexas #marchforourlives #parkland #politics #trump Could not understand audio,opposed to gun regulation,"[0.6640658378601074, 0.24098432064056396, 0.09494974464178085]"
176,https://www.tiktok.com/@officialbigherc/video/7102570348398300421,1653696028,Gotta let them develop a personality first eh? #greenscreen #darkhumour #comedy #guncontrol #trynottolaugh #justajoke,Could not understand audio,Gotta let them develop a personality first eh? #greenscreen #darkhumour #comedy #guncontrol #trynottolaugh #justajoke Could not understand audio,in favor of gun regulation,"[0.3663674592971802, 0.3767070174217224, 0.256925493478775]"
177,https://www.tiktok.com/@jessicawetz3/video/7250094488243277062,1688044169,Replying to @Rascal St.Boix  Americans have 2nd amend war PTSD and need refugee status I swear. #guncontrol #gunsafety #gunlaws #canadiangunlaws #jessicaiswet #jessicawetzstein,there was no school shooting in Canada today because we can't carry arms that's why the bad guy had a knife and nobody died if I had the right to carry a gun to protect myself from the guy with the knife and the guy with the knife would just already have a gun meaning everyone's going to die anytime you think next time this is very American of me just think this is wrong Americans receive North Korea level of indoctrination to be able to think that the solution is a gun when the entire rest of the world hears about a school stabbing in Canada and knows the reason it wasn't a casualty is because we aren't allowed to carry guns even if I were to start carrying a knife to protect myself from a person with a knife that would normalize more people having knives meaning more people would get stabbed I just it's just I don't understand,Replying to @Rascal St.Boix  Americans have 2nd amend war PTSD and need refugee status I swear. #guncontrol #gunsafety #gunlaws #canadiangunlaws #jessicaiswet #jessicawetzstein there was no school shooting in Canada today because we can't carry arms that's why the bad guy had a knife and nobody died if I had the right to carry a gun to protect myself from the guy with the knife and the guy with the knife would just already have a gun meaning everyone's going to die anytime you think next time this is very American of me just think this is wrong Americans receive North Korea level of indoctrination to be able to think that the solution is a gun when the entire rest of the world hears about a school stabbing in Canada and knows the reason it wasn't a casualty is because we aren't allowed to carry guns even if I were to start carrying a knife to protect myself from a person with a knife that would normalize more people having knives meaning more people would get stabbed I just it's just I don't understand,opposed to gun regulation,"[0.7724189162254333, 0.09766979515552521, 0.12991130352020264]"
178,https://www.tiktok.com/@cocainealbear/video/7235871811215363371,1684732714,Trying to debate gun control #gunmemes #guncontrol #gunregulation #firearms #gun #guns #2a,Could not understand audio,Trying to debate gun control #gunmemes #guncontrol #gunregulation #firearms #gun #guns #2a Could not understand audio,undefined,"[0.3104919493198395, 0.1965215504169464, 0.4929865002632141]"
179,https://www.tiktok.com/@vice/video/7218978455097036078,1680799419,who'd have thunk? #guncontrol #vicedebates #secondamendment,I feel very conflicted about the Second Amendment at the end of the day when we talked about the Constitution as like the sacred document I mean it was written by a bunch of rich white guys who own slaves didn't let women vote and thought the Electoral College was a good idea so maybe it's not a perfect document and we should kind of update it as time progresses,who'd have thunk? #guncontrol #vicedebates #secondamendment I feel very conflicted about the Second Amendment at the end of the day when we talked about the Constitution as like the sacred document I mean it was written by a bunch of rich white guys who own slaves didn't let women vote and thought the Electoral College was a good idea so maybe it's not a perfect document and we should kind of update it as time progresses,opposed to gun regulation,"[0.7258208990097046, 0.09266224503517151, 0.1815168410539627]"
180,https://www.tiktok.com/@5pointstar333/video/7227644344080076074,1682817093,Marjorie Taylor Greene (R-GA) might be the 2nd Dumbest republican and here some proof. #foxnews #mtg #tuckercarson #dumbdumb #cult45 #juststupid #trumplover #prochoice #antigun #guncontrol #nonracist #lbgtq #clamdown #realdumb #protrans @officialpeytonmanning @tomcruise @tombrady @vancityreynolds @icecubeofficialll,Could not understand audio,Marjorie Taylor Greene (R-GA) might be the 2nd Dumbest republican and here some proof. #foxnews #mtg #tuckercarson #dumbdumb #cult45 #juststupid #trumplover #prochoice #antigun #guncontrol #nonracist #lbgtq #clamdown #realdumb #protrans @officialpeytonmanning @tomcruise @tombrady @vancityreynolds @icecubeofficialll Could not understand audio,opposed to gun regulation,"[0.9649085402488708, 0.02597692608833313, 0.009114553220570087]"
181,https://www.tiktok.com/@robert_powers/video/6898104325696982278,1606090104,#guncontrol #democrat #republican #2A #AR15 #gunfacts @warriorpoetsociety  @colionnoir @selfprotection01 @garand_thumb,15 that ran over to the church after hearing gunfire the only took about 4 minutes for the Sheriff's Office to respond but that was enough time to shoot 46 people the section of Texas law 46.03 that prohibited firearms on the premises of a church was then repealed to allow churches to decide for themselves if Firearms are okay on December 29th and perpetrator killed two members of the West Freeway Church in Texas with a sawed-off shotgun a 701 year old church security team member returned fire within about five seconds of him pulling out his shotgun one round was fired from his pistol into the killers which is a highly restricted,#guncontrol #democrat #republican #2A #AR15 #gunfacts @warriorpoetsociety  @colionnoir @selfprotection01 @garand_thumb 15 that ran over to the church after hearing gunfire the only took about 4 minutes for the Sheriff's Office to respond but that was enough time to shoot 46 people the section of Texas law 46.03 that prohibited firearms on the premises of a church was then repealed to allow churches to decide for themselves if Firearms are okay on December 29th and perpetrator killed two members of the West Freeway Church in Texas with a sawed-off shotgun a 701 year old church security team member returned fire within about five seconds of him pulling out his shotgun one round was fired from his pistol into the killers which is a highly restricted,in favor of gun regulation,"[0.1890600174665451, 0.7482178211212158, 0.06272215396165848]"
182,https://www.tiktok.com/@iamsabine/video/7115173722926959914,1656630480,#jesus #christiantiktok #merica🇺🇸 #guncontrol #jesuschrist #atheisttiktok #leftist #dem #leftists #leftok #defendroe #defendchoice #neveragain #conservative #republicantiktok #repiblican #vote2022 #foryoupage,Could not understand audio,#jesus #christiantiktok #merica🇺🇸 #guncontrol #jesuschrist #atheisttiktok #leftist #dem #leftists #leftok #defendroe #defendchoice #neveragain #conservative #republicantiktok #repiblican #vote2022 #foryoupage Could not understand audio,opposed to gun regulation,"[0.5701465606689453, 0.40540391206741333, 0.024449530988931656]"
183,https://www.tiktok.com/@sarita.rampersad/video/7222362225346923781,1681587249,you have to pretty mf priveledged to be able to reduce the lives of millions to an “opinion”#guncontrol #transrights #transrightsarehumanrights #saveicwa #icwa #icwaawareness #mybodymychoice #abortionrights #blm #teachersoftiktok,Could not understand audio,you have to pretty mf priveledged to be able to reduce the lives of millions to an “opinion”#guncontrol #transrights #transrightsarehumanrights #saveicwa #icwa #icwaawareness #mybodymychoice #abortionrights #blm #teachersoftiktok Could not understand audio,opposed to gun regulation,"[0.5308741331100464, 0.39499273896217346, 0.07413313537836075]"
184,https://www.tiktok.com/@voice_of_change/video/6943638075692043526,1616691726,#stitch with @yahoonews #greenscreen #greenscreensticker  What are your thoughts? #conservative  #guncontrol #maga,no one is talking about overturning or changing the Second Amendment excuse me when I say this but this is where I call bullshit take a look at this article from Forbes Biden Administration or just Supreme Court to let cops and her homes and seize guns without a warrant now let me kind of break this down for all my Headliners out there and buy Headliners I mean people who just read the headline and don't actually dig deep into the article so I'll Circle back Jen is talking about oh we're not going to make any changes to the Second Amendment you're right they're not they've been making changes to the Fourth Amendment for the last 50 years and for those who aren't familiar with the Fourth Amendment it prohibits unreasonable search and seizure now you might be wondering what my point to all of this is there is a loophole and it's called the community careers exemption and what that little little does ladies and gentlemen's law enforcement to come into your home if they think or distress and they don't need a warrant to do so and of course the Biden Administration is taking full advantage so to me that kind of like okay so what are we going to find now as I distressed leaky pipes maybe my music's too loud I don't know,#stitch with @yahoonews #greenscreen #greenscreensticker  What are your thoughts? #conservative  #guncontrol #maga no one is talking about overturning or changing the Second Amendment excuse me when I say this but this is where I call bullshit take a look at this article from Forbes Biden Administration or just Supreme Court to let cops and her homes and seize guns without a warrant now let me kind of break this down for all my Headliners out there and buy Headliners I mean people who just read the headline and don't actually dig deep into the article so I'll Circle back Jen is talking about oh we're not going to make any changes to the Second Amendment you're right they're not they've been making changes to the Fourth Amendment for the last 50 years and for those who aren't familiar with the Fourth Amendment it prohibits unreasonable search and seizure now you might be wondering what my point to all of this is there is a loophole and it's called the community careers exemption and what that little little does ladies and gentlemen's law enforcement to come into your home if they think or distress and they don't need a warrant to do so and of course the Biden Administration is taking full advantage so to me that kind of like okay so what are we going to find now as I distressed leaky pipes maybe my music's too loud I don't know,opposed to gun regulation,"[0.6873997449874878, 0.17884813249111176, 0.13375213742256165]"
185,https://www.tiktok.com/@yahoonews/video/6943349526916877574,1616624543,What the White House said when a reporter asked if the Biden admin. wants to take a look at the Second Amendment. #news #politics #guns #yahoonews,no one is talking about overturning or changing the Second Amendment what are focus is on is putting in place Common Sense measures that will make our community safer make family safer make kids safer the majority of the American public supports background checks,What the White House said when a reporter asked if the Biden admin. wants to take a look at the Second Amendment. #news #politics #guns #yahoonews no one is talking about overturning or changing the Second Amendment what are focus is on is putting in place Common Sense measures that will make our community safer make family safer make kids safer the majority of the American public supports background checks,in favor of gun regulation,"[0.0870826318860054, 0.8137620091438293, 0.09915539622306824]"
186,https://www.tiktok.com/@kamdawg/video/6952559805810658566,1618768977,#stitch with @crop_bottom We out chere #funny #lgbt #guncontrol #biden #countryboy,meaning you don't have to have a fucking license you can just carry it 21 now you would think that Idaho would be full of mass Shooters you'd be fucking wrong even in the most ghetto parts of Idaho I feel safest you know why cuz every motherfukers got a gun out of every Walmart I've been to Idaho the Caldwell Walmart is the most sketchy I don't know how many times I've gone to that Walmart seem to cholo walking around face tattoo sticking out of his waistband and I'm never fearful cuz I've seen just as many old Mexican,#stitch with @crop_bottom We out chere #funny #lgbt #guncontrol #biden #countryboy meaning you don't have to have a fucking license you can just carry it 21 now you would think that Idaho would be full of mass Shooters you'd be fucking wrong even in the most ghetto parts of Idaho I feel safest you know why cuz every motherfukers got a gun out of every Walmart I've been to Idaho the Caldwell Walmart is the most sketchy I don't know how many times I've gone to that Walmart seem to cholo walking around face tattoo sticking out of his waistband and I'm never fearful cuz I've seen just as many old Mexican,in favor of gun regulation,"[0.1522260159254074, 0.7617709636688232, 0.08600304275751114]"
187,https://www.tiktok.com/@crop_bottom/video/6942662640602828037,1705406813,#animals #tiktok,turn on YouTube,#animals #tiktok turn on YouTube,undefined,"[0.2837910056114197, 0.25375863909721375, 0.4624503254890442]"
188,https://www.tiktok.com/@praxben/video/7108159593431305514,1654997374,#meme #guncontrol #politics #libertarian #ancap #hoppe #rothbard #conservative #liberal #blockben #anarchist,Could not understand audio,#meme #guncontrol #politics #libertarian #ancap #hoppe #rothbard #conservative #liberal #blockben #anarchist Could not understand audio,in favor of gun regulation,"[0.08296903967857361, 0.9001889228820801, 0.016842050477862358]"
189,https://www.tiktok.com/@justa.b.bi/video/6961949052061617414,1620955083,131 days into 2021. 200 mass sh00tings. #guncontrolnow  #50states #gvp  #gunviolenceawareness #gunviolence #guncontrol #momsdemandaction #everytown,Could not understand audio,131 days into 2021. 200 mass sh00tings. #guncontrolnow  #50states #gvp  #gunviolenceawareness #gunviolence #guncontrol #momsdemandaction #everytown Could not understand audio,in favor of gun regulation,"[0.008888470940291882, 0.9493057727813721, 0.04180582985281944]"
190,https://www.tiktok.com/@fedboyhickibilly/video/7216466653909994795,1680214587,@makingatruecrimerer food for thought #fyp #foryou #military #facts #rant #veteran #guncontrol,I'm making this video because a lot of people seem to have this weird misconception about the military and the individuals that are enlisted or commissioned as officers inside of the military now I'm not going to go about the normal talking points where I was just like oh well in Afghanistan Vietnam civilians Farmers with machine guns were able to hold us off I'm not going to talk about that that's like beating a dead horse at this point what I am going to talk about is how if that order came from the president for the United States military to start going door-to-door and grabbing guns in this case of a hypothetical Civil War the US military would lose 80% of its fighting force before even started knocking on the doors y'all might think we're mindless drones that are going to follow orders but if that order came down all of us would go away because the sun constitutional in fact I know multiple senior leaders sergeant majors officers that was straight up denied that order and risk going to 11 worth just because they don't agree with it in this hypothetical Civil War it wouldn't be civilians against the US military be civilians against the government and feds that's pretty much all it would be on top of that the government would have to send in the National Guard the scrimmage team before they send in active duty army or Marines or anyone else we aren't closed from Star Wars where Order 66 comes and we just start carpet bombing our own civilians period people like to think when we swearing to MEPS we swear to the president United States like he's some sort of God we swore an oath to the Constitution the president is in that old saying that we will obey his orders However if those orders are unconstitutional never going to happen,@makingatruecrimerer food for thought #fyp #foryou #military #facts #rant #veteran #guncontrol I'm making this video because a lot of people seem to have this weird misconception about the military and the individuals that are enlisted or commissioned as officers inside of the military now I'm not going to go about the normal talking points where I was just like oh well in Afghanistan Vietnam civilians Farmers with machine guns were able to hold us off I'm not going to talk about that that's like beating a dead horse at this point what I am going to talk about is how if that order came from the president for the United States military to start going door-to-door and grabbing guns in this case of a hypothetical Civil War the US military would lose 80% of its fighting force before even started knocking on the doors y'all might think we're mindless drones that are going to follow orders but if that order came down all of us would go away because the sun constitutional in fact I know multiple senior leaders sergeant majors officers that was straight up denied that order and risk going to 11 worth just because they don't agree with it in this hypothetical Civil War it wouldn't be civilians against the US military be civilians against the government and feds that's pretty much all it would be on top of that the government would have to send in the National Guard the scrimmage team before they send in active duty army or Marines or anyone else we aren't closed from Star Wars where Order 66 comes and we just start carpet bombing our own civilians period people like to think when we swearing to MEPS we swear to the president United States like he's some sort of God we swore an oath to the Constitution the president is in that old saying that we will obey his orders However if those orders are unconstitutional never going to happen,opposed to gun regulation,"[0.4327520430088043, 0.2655943036079407, 0.301653653383255]"
191,https://www.tiktok.com/@motherboardvice/video/7211521285132717354,1679063157,This classroom whiteboard doubles as a pull-out ballistic shield room that even a 4-year-old can supposably deploy. #bulletproof #ballistic #alabama #school #elementaryschool #safety #lockdown #guncontrol #security #children #vice #news #tech #shield,"an Alabama elementary school has released its latest anti-school shooting Tech in the form of a whiteboard / sensory deprivation chamber this is the rapid deployment system from Katie Security Solutions if the functional whiteboard that can be easily stored in the corner of your classroom but it doubles as a fully Expendable ballistic shield room that can contain an entire classroom of students during a school shooting and stop 308 caliber bullets in addition to its bulletproof walls the system features wall sliders so we can be easily pulled out supposedly even by someone as young as four years old in 10 seconds or less all of its locking capabilities are on the inside so no Intruder could open its door and local media have reported that each one costs around 60,000 dollars its creator Kevin Scott told motherboard that he couldn't even believe we need something like this but he thought they need to protect children somehow and to give them an opportunity to survive and go home he said he wasn't sure how teachers and kids would react to having such a heroine reminder of American violence in their classrooms but is it turns out they're really liking it one school teacher in Alabama says her kids clothes all the time if the kids do well in their assignments for that we can have some time in the bulletproof safety room to play table games on Fridays which is not the intended purpose but to each their own the cottage is just the latest development in the uniquely American dystopia of anti-school shooting Tech which includes other such badges as bulletproof backpacks and desks gone forbid we improve our gun control laws so we can stop feeding this product Market just to keep our kids safe","This classroom whiteboard doubles as a pull-out ballistic shield room that even a 4-year-old can supposably deploy. #bulletproof #ballistic #alabama #school #elementaryschool #safety #lockdown #guncontrol #security #children #vice #news #tech #shield an Alabama elementary school has released its latest anti-school shooting Tech in the form of a whiteboard / sensory deprivation chamber this is the rapid deployment system from Katie Security Solutions if the functional whiteboard that can be easily stored in the corner of your classroom but it doubles as a fully Expendable ballistic shield room that can contain an entire classroom of students during a school shooting and stop 308 caliber bullets in addition to its bulletproof walls the system features wall sliders so we can be easily pulled out supposedly even by someone as young as four years old in 10 seconds or less all of its locking capabilities are on the inside so no Intruder could open its door and local media have reported that each one costs around 60,000 dollars its creator Kevin Scott told motherboard that he couldn't even believe we need something like this but he thought they need to protect children somehow and to give them an opportunity to survive and go home he said he wasn't sure how teachers and kids would react to having such a heroine reminder of American violence in their classrooms but is it turns out they're really liking it one school teacher in Alabama says her kids clothes all the time if the kids do well in their assignments for that we can have some time in the bulletproof safety room to play table games on Fridays which is not the intended purpose but to each their own the cottage is just the latest development in the uniquely American dystopia of anti-school shooting Tech which includes other such badges as bulletproof backpacks and desks gone forbid we improve our gun control laws so we can stop feeding this product Market just to keep our kids safe",undefined,"[0.21830306947231293, 0.3183293342590332, 0.4633675813674927]"
192,https://www.tiktok.com/@ukuspolitics/video/7035657403005684998,1638116643,#guncontrol#usa#democrat#republican#congress#8yearsago#fixthis#fyp#foryou#foryoupage#xyzabc#xyzbca#xyzcba#portarthur#biden2024#trump#biden#biden2024,what if hypothetically speaking what is gun control could work which obviously can't so we know that it won't so that's not a problem but what if it could due to that time that it did OK Google 1996 a conservative prime minister John Howard instituted sweeping gun control laws following a mass shooting that shocked the nation from this effective example of course not I guess and say it's not the United States gun control doesn't work it can't work it will never work so how was your game controller hey Google,#guncontrol#usa#democrat#republican#congress#8yearsago#fixthis#fyp#foryou#foryoupage#xyzabc#xyzbca#xyzcba#portarthur#biden2024#trump#biden#biden2024 what if hypothetically speaking what is gun control could work which obviously can't so we know that it won't so that's not a problem but what if it could due to that time that it did OK Google 1996 a conservative prime minister John Howard instituted sweeping gun control laws following a mass shooting that shocked the nation from this effective example of course not I guess and say it's not the United States gun control doesn't work it can't work it will never work so how was your game controller hey Google,in favor of gun regulation,"[0.12208918482065201, 0.6457930207252502, 0.23211780190467834]"
193,https://www.tiktok.com/@jordannicoledidit/video/6907057005492440325,1608174546,#fyp #guncontrol #Productivity #xyzbca,tell you a little story of why women are afraid to say no at my job today mind you I am a waitress at a very Public public Applebee's there are babysitting in this booth and babies literal babies sitting in this booth and then there's a guy right here with his homeboys the guy right here with his homeboys his homeboy thought I was cute he had a crush on me whatever turn down he was super cool about it his homeboy however didn't like it and told me that if I didn't date his friend he was going to shoot me in my chest and proceeded to pull a gun out of his waistband and pointed at me at my fucking job in the middle of the day public library next to children and you want to ask people why women are afraid to say no to men in the dark get the fuck out of here,#fyp #guncontrol #Productivity #xyzbca tell you a little story of why women are afraid to say no at my job today mind you I am a waitress at a very Public public Applebee's there are babysitting in this booth and babies literal babies sitting in this booth and then there's a guy right here with his homeboys the guy right here with his homeboys his homeboy thought I was cute he had a crush on me whatever turn down he was super cool about it his homeboy however didn't like it and told me that if I didn't date his friend he was going to shoot me in my chest and proceeded to pull a gun out of his waistband and pointed at me at my fucking job in the middle of the day public library next to children and you want to ask people why women are afraid to say no to men in the dark get the fuck out of here,in favor of gun regulation,"[0.27148109674453735, 0.6420921087265015, 0.08642685413360596]"
